predictor,n,diagnosis,score_fun,score
DNN,17,STTC,Precision,0.5686274509803921
DNN,17,STTC,Recall,0.3433734939759036
DNN,17,STTC,Specificity,0.9742701632855022
DNN,17,STTC,F1 score,0.43853820598006643
DNN,18,NORM,Precision,0.6289222373806276
DNN,18,NORM,Recall,0.9822546972860126
DNN,18,NORM,Specificity,0.564822460776218
DNN,18,NORM,F1 score,0.7695456406058125
DNN,18,CD,Precision,0.48365122615803813
DNN,18,CD,Recall,0.9111111111111111
DNN,18,CD,Specificity,0.8084988962472406
DNN,18,CD,F1 score,0.6363636363636364
DNN,18,HYP,Precision,0.424
DNN,18,HYP,Recall,0.7330316742081447
DNN,18,HYP,Specificity,0.8923154701718908
DNN,18,HYP,F1 score,0.5447761194029851
DNN,18,MI,Precision,0.3837837837837838
DNN,18,MI,Recall,0.3474178403755869
DNN,18,MI,Specificity,0.9354677338669335
DNN,18,MI,F1 score,0.37254901960784315
DNN,18,STTC,Precision,0.5701754385964912
DNN,18,STTC,Recall,0.3442622950819672
DNN,18,STTC,Specificity,0.9743975903614458
DNN,18,STTC,F1 score,0.43866171003717475
DNN,19,NORM,Precision,0.6293279022403259
DNN,19,NORM,Recall,0.9823284823284824
DNN,19,NORM,Specificity,0.5649038461538461
DNN,19,NORM,F1 score,0.7696160267111853
DNN,19,CD,Precision,0.48367029548989116
DNN,19,CD,Recall,0.9113300492610837
DNN,19,CD,Specificity,0.8088397790055248
DNN,19,CD,F1 score,0.6369930761622157
DNN,19,HYP,Precision,0.42441860465116277
DNN,19,HYP,Recall,0.7342995169082126
DNN,19,HYP,Specificity,0.8926582278481012
DNN,19,HYP,F1 score,0.5447897623400365
DNN,19,MI,Precision,0.3837837837837838
DNN,19,MI,Recall,0.34782608695652173
DNN,19,MI,Specificity,0.9355983772819473
DNN,19,MI,F1 score,0.3726027397260274
DNN,19,STTC,Precision,0.5714285714285714
DNN,19,STTC,Recall,0.34673366834170855
DNN,19,STTC,Specificity,0.9744744744744744
DNN,19,STTC,F1 score,0.4391891891891892
DNN,20,NORM,Precision,0.6299104066161269
DNN,20,NORM,Recall,0.9824198552223371
DNN,20,NORM,Specificity,0.5650040883074408
DNN,20,NORM,F1 score,0.7696892294593444
DNN,20,CD,Precision,0.4838255977496484
DNN,20,CD,Recall,0.9113924050632911
DNN,20,CD,Specificity,0.8095762245459549
DNN,20,CD,F1 score,0.6370217166494312
DNN,20,HYP,Precision,0.42450142450142453
DNN,20,HYP,Recall,0.7342995169082126
DNN,20,HYP,Specificity,0.8927300457549567
DNN,20,HYP,F1 score,0.5454545454545454
DNN,20,MI,Precision,0.38421052631578945
DNN,20,MI,Recall,0.3486238532110092
DNN,20,MI,Specificity,0.9357798165137615
DNN,20,MI,F1 score,0.37279596977329976
DNN,20,STTC,Precision,0.5714285714285714
DNN,20,STTC,Recall,0.34705882352941175
DNN,20,STTC,Specificity,0.974601593625498
DNN,20,STTC,F1 score,0.4391891891891892
DNN,21,NORM,Precision,0.630524861878453
DNN,21,NORM,Recall,0.9824742268041237
DNN,21,NORM,Specificity,0.5657276995305164
DNN,21,NORM,F1 score,0.769814502529511
DNN,21,CD,Precision,0.48396946564885496
DNN,21,CD,Recall,0.9114583333333334
DNN,21,CD,Specificity,0.8099621007038441
DNN,21,CD,F1 score,0.6377097729516288
DNN,21,HYP,Precision,0.42735042735042733
DNN,21,HYP,Recall,0.7363636363636363
DNN,21,HYP,Specificity,0.8927492447129909
DNN,21,HYP,F1 score,0.545774647887324
DNN,21,MI,Precision,0.3842364532019704
DNN,21,MI,Recall,0.3488372093023256
DNN,21,MI,Specificity,0.9358316221765913
DNN,21,MI,F1 score,0.37305699481865284
DNN,21,STTC,Precision,0.5714285714285714
DNN,21,STTC,Recall,0.3473053892215569
DNN,21,STTC,Specificity,0.9747023809523809
DNN,21,STTC,F1 score,0.43956043956043955
DNN,22,NORM,Precision,0.6307371349095967
DNN,22,NORM,Recall,0.9825102880658436
